source	type	score	phase	gene_id	gene_version	gene_name	gene_source	gene_biotype	location
ensembl_havana	gene	NA	NA	ENSG00000169704	4	GP9	ensembl_havana	protein_coding	chr3:129060767-129062406:+
ensembl_havana	gene	NA	NA	ENSG00000172780	17	RAB43	ensembl_havana	protein_coding	chr3:129087569-129122801:-
ensembl_havana	gene	NA	NA	ENSG00000261796	1	ISY1-RAB43	ensembl_havana	protein_coding	chr3:129087575-129161036:-
havana	gene	NA	NA	ENSG00000273174	1	AC108673.2	havana	lncRNA	chr3:129123439-129124003:+
ensembl_havana	gene	NA	NA	ENSG00000240682	10	ISY1	ensembl_havana	protein_coding	chr3:129127415-129161063:-
havana	gene	NA	NA	ENSG00000273437	1	AC108673.3	havana	lncRNA	chr3:129163606-129163940:-
ensembl_havana	gene	NA	NA	ENSG00000169714	17	CNBP	ensembl_havana	protein_coding	chr3:129167827-129183922:-
havana	gene	NA	NA	ENSG00000241673	1	RPS27P12	havana	processed_pseudogene	chr3:129218093-129218350:-
ensembl_havana	gene	NA	NA	ENSG00000181789	14	COPG1	ensembl_havana	protein_coding	chr3:129249606-129277773:+
mirbase	gene	NA	NA	ENSG00000278658	1	MIR6826	mirbase	miRNA	chr3:129272146-129272243:+
havana_tagene	gene	NA	NA	ENSG00000286729	1	AC137695.3	havana_tagene	lncRNA	chr3:129277753-129278782:-
ensembl_havana	gene	NA	NA	ENSG00000183624	14	HMCES	ensembl_havana	protein_coding	chr3:129278828-129306186:+
ensembl_havana	gene	NA	NA	ENSG00000184897	6	H1-10	ensembl_havana	protein_coding	chr3:129314771-129316286:-
havana	gene	NA	NA	ENSG00000206417	8	H1FX-AS1	havana	lncRNA	chr3:129315392-129326225:+
havana	gene	NA	NA	ENSG00000248916	1	NUP210P3	havana	unprocessed_pseudogene	chr3:129323046-129325426:-
havana	gene	NA	NA	ENSG00000270492	1	AC137695.1	havana	processed_pseudogene	chr3:129334586-129335074:+
havana	gene	NA	NA	ENSG00000270773	1	AC137695.2	havana	processed_pseudogene	chr3:129345411-129346164:+
havana	gene	NA	NA	ENSG00000244932	2	AL449212.1	havana	unprocessed_pseudogene	chr3:129381298-129394149:+
havana	gene	NA	NA	ENSG00000251474	6	RPL32P3	havana	transcribed_unprocessed_pseudogene	chr3:129382922-129399655:-
ensembl	gene	NA	NA	ENSG00000207088	1	SNORA7B	ensembl	snoRNA	chr3:129397210-129397348:-
ensembl_havana	gene	NA	NA	ENSG00000172771	12	EFCAB12	ensembl_havana	protein_coding	chr3:129401321-129428651:-
ensembl_havana	gene	NA	NA	ENSG00000129071	9	MBD4	ensembl_havana	protein_coding	chr3:129430944-129440179:-
ensembl_havana	gene	NA	NA	ENSG00000163913	12	IFT122	ensembl_havana	protein_coding	chr3:129440036-129520507:+
ensembl_havana	gene	NA	NA	ENSG00000163914	5	RHO	ensembl_havana	protein_coding	chr3:129528639-129535344:+
ensembl_havana	gene	NA	NA	ENSG00000178804	7	H1-8	ensembl_havana	protein_coding	chr3:129543214-129551467:+
ensembl_havana	gene	NA	NA	ENSG00000004399	12	PLXND1	ensembl_havana	protein_coding	chr3:129555175-129606818:-
ensembl	gene	NA	NA	ENSG00000239437	3	RN7SL752P	ensembl	misc_RNA	chr3:129591349-129591635:+
havana	gene	NA	NA	ENSG00000248659	1	AC023162.1	havana	unprocessed_pseudogene	chr3:129632019-129632492:-
ensembl_havana	gene	NA	NA	ENSG00000172765	17	TMCC1	ensembl_havana	protein_coding	chr3:129647792-129893606:-
ensembl	gene	NA	NA	ENSG00000202412	1	RNY3P13	ensembl	misc_RNA	chr3:129818932-129819033:+
ensembl	gene	NA	NA	ENSG00000283509	1	AC083799.2	ensembl	snRNA	chr3:129819777-129819876:+
havana	gene	NA	NA	ENSG00000203644	3	AC083799.1	havana	lncRNA	chr3:129847048-129847957:-
havana	gene	NA	NA	ENSG00000271270	7	TMCC1-AS1	havana	lncRNA	chr3:129893811-129918575:+
havana	gene	NA	NA	ENSG00000250643	1	AC083906.3	havana	lncRNA	chr3:129954105-129969294:-
ensembl_havana	gene	NA	NA	ENSG00000170893	4	TRH	ensembl_havana	protein_coding	chr3:129974688-129977935:+
havana	gene	NA	NA	ENSG00000248459	1	AC083906.1	havana	processed_pseudogene	chr3:129998531-129998936:+
havana	gene	NA	NA	ENSG00000284731	1	AC083906.5	havana	unprocessed_pseudogene	chr3:130002789-130003007:-
havana	gene	NA	NA	ENSG00000249869	1	AC083906.2	havana	processed_pseudogene	chr3:130013182-130013541:-
havana	gene	NA	NA	ENSG00000180770	3	OR7E129P	havana	unprocessed_pseudogene	chr3:130021553-130022520:-
havana	gene	NA	NA	ENSG00000251178	1	OR7E21P	havana	unprocessed_pseudogene	chr3:130034553-130035539:-
havana	gene	NA	NA	ENSG00000251610	2	AC083906.4	havana	unprocessed_pseudogene	chr3:130048143-130055920:-
ensembl_havana	gene	NA	NA	ENSG00000251287	8	ALG1L2	ensembl_havana	protein_coding	chr3:130081831-130113227:+
havana	gene	NA	NA	ENSG00000248243	1	LINC02014	havana	lncRNA	chr3:130089433-130094304:-
havana	gene	NA	NA	ENSG00000253540	5	FAM86HP	havana	transcribed_unprocessed_pseudogene	chr3:130099092-130111472:-
havana	gene	NA	NA	ENSG00000249846	7	LINC02021	havana	lncRNA	chr3:130111669-130201336:+
havana	gene	NA	NA	ENSG00000248618	1	ENPP7P3	havana	processed_pseudogene	chr3:130167790-130168030:-
havana_tagene	gene	NA	NA	ENSG00000288111	1	AC130888.1	havana_tagene	lncRNA	chr3:130181346-130188814:+
havana	gene	NA	NA	ENSG00000250580	1	SNRPCP8	havana	processed_pseudogene	chr3:130199708-130199918:+
havana	gene	NA	NA	ENSG00000228252	9	COL6A4P2	havana	transcribed_unitary_pseudogene	chr3:130212823-130273806:+
havana	gene	NA	NA	ENSG00000249253	1	AC093004.1	havana	processed_pseudogene	chr3:130293337-130293760:+
ensembl_havana	gene	NA	NA	ENSG00000172752	14	COL6A5	ensembl_havana	protein_coding	chr3:130345516-130484844:+
ensembl_havana	gene	NA	NA	ENSG00000206384	10	COL6A6	ensembl_havana	protein_coding	chr3:130560334-130678155:+
ensembl_havana	gene	NA	NA	ENSG00000196455	8	PIK3R4	ensembl_havana	protein_coding	chr3:130678934-130746829:-
ensembl	gene	NA	NA	ENSG00000222783	1	RN7SKP212	ensembl	misc_RNA	chr3:130811768-130812095:-
havana	gene	NA	NA	ENSG00000285631	1	AC097105.1	havana	lncRNA	chr3:130821184-130823914:+
havana	gene	NA	NA	ENSG00000232829	3	GSTO3P	havana	processed_pseudogene	chr3:130827659-130828376:+
ensembl_havana	gene	NA	NA	ENSG00000017260	19	ATP2C1	ensembl_havana	protein_coding	chr3:130850595-131016712:+
ensembl_havana	gene	NA	NA	ENSG00000284095	1	AC055733.5	ensembl_havana	TEC	chr3:130868004-130869357:-
havana	gene	NA	NA	ENSG00000250592	1	AC055733.2	havana	lncRNA	chr3:130899414-130929976:-
ensembl	gene	NA	NA	ENSG00000252894	2	AC055733.4	ensembl	misc_RNA	chr3:130914340-130914452:-
havana	gene	NA	NA	ENSG00000249098	1	AC055733.1	havana	processed_pseudogene	chr3:130918226-130919120:-
havana	gene	NA	NA	ENSG00000251579	1	AC055733.3	havana	processed_pseudogene	chr3:130927754-130928276:-
ensembl_havana	gene	NA	NA	ENSG00000034533	11	ASTE1	ensembl_havana	protein_coding	chr3:131013875-131027649:-
ensembl_havana	gene	NA	NA	ENSG00000114670	14	NEK11	ensembl_havana	protein_coding	chr3:131026850-131350465:+
havana	gene	NA	NA	ENSG00000250129	5	AC116424.1	havana	lncRNA	chr3:131053317-131072339:-
ensembl	gene	NA	NA	ENSG00000201550	1	RNU6-726P	ensembl	snRNA	chr3:131092821-131092927:-
havana	gene	NA	NA	ENSG00000250608	2	AC010210.1	havana	lncRNA	chr3:131325092-131381656:-
havana	gene	NA	NA	ENSG00000246082	2	NUDT16P1	havana	transcribed_unitary_pseudogene	chr3:131361898-131365122:+
ensembl_havana	gene	NA	NA	ENSG00000198585	12	NUDT16	ensembl_havana	protein_coding	chr3:131381671-131388830:+
havana	gene	NA	NA	ENSG00000261167	1	AC107027.3	havana	lncRNA	chr3:131455126-131458598:-
ensembl_havana	gene	NA	NA	ENSG00000114686	9	MRPL3	ensembl_havana	protein_coding	chr3:131462212-131502983:-
ensembl	gene	NA	NA	ENSG00000249020	1	SNORA58	ensembl	snoRNA	chr3:131479097-131479233:-
havana	gene	NA	NA	ENSG00000248468	2	AC107027.1	havana	lncRNA	chr3:131502573-131520880:+
havana	gene	NA	NA	ENSG00000248530	1	BCL2L12P1	havana	processed_pseudogene	chr3:131526447-131527179:+
ensembl_havana	gene	NA	NA	ENSG00000196353	11	CPNE4	ensembl_havana	protein_coding	chr3:131533555-132285410:-
havana	gene	NA	NA	ENSG00000251447	1	AC107027.2	havana	unprocessed_pseudogene	chr3:131537571-131537685:-
mirbase	gene	NA	NA	ENSG00000265859	1	MIR5704	mirbase	miRNA	chr3:131985855-131985931:-
havana	gene	NA	NA	ENSG00000240854	1	PSMC2P1	havana	processed_pseudogene	chr3:132175402-132176711:+
havana	gene	NA	NA	ENSG00000242899	1	RPL7P16	havana	processed_pseudogene	chr3:132243528-132244265:-
ensembl_havana	gene	NA	NA	ENSG00000014257	16	ACP3	ensembl_havana	protein_coding	chr3:132317369-132368298:+
havana	gene	NA	NA	ENSG00000240890	2	AC020633.1	havana	processed_pseudogene	chr3:132386522-132389074:+
havana	gene	NA	NA	ENSG00000213264	3	NIP7P2	havana	processed_pseudogene	chr3:132401253-132401796:+
ensembl_havana	gene	NA	NA	ENSG00000138246	17	DNAJC13	ensembl_havana	protein_coding	chr3:132417502-132539032:+
ensembl_havana	gene	NA	NA	ENSG00000240303	8	ACAD11	ensembl_havana	protein_coding	chr3:132558138-132660082:-
havana	gene	NA	NA	ENSG00000274810	4	NPHP3-ACAD11	havana	protein_coding	chr3:132558142-132722459:-
ensembl_havana	gene	NA	NA	ENSG00000129048	7	ACKR4	ensembl_havana	protein_coding	chr3:132597270-132618967:+
havana	gene	NA	NA	ENSG00000251614	1	HSPA8P19	havana	processed_pseudogene	chr3:132645831-132650383:+
ensembl_havana	gene	NA	NA	ENSG00000081307	12	UBA5	ensembl_havana	protein_coding	chr3:132654446-132678097:+
ensembl_havana	gene	NA	NA	ENSG00000113971	20	NPHP3	ensembl_havana	protein_coding	chr3:132680609-132722414:-
havana	gene	NA	NA	ENSG00000248724	6	NPHP3-AS1	havana	lncRNA	chr3:132721750-132874223:+
havana	gene	NA	NA	ENSG00000249725	1	AC079942.1	havana	lncRNA	chr3:133015004-133037052:-
ensembl_havana	gene	NA	NA	ENSG00000144868	13	TMEM108	ensembl_havana	protein_coding	chr3:133038391-133397792:+
havana	gene	NA	NA	ENSG00000251011	6	TMEM108-AS1	havana	lncRNA	chr3:133245603-133257207:-
ensembl_havana	gene	NA	NA	ENSG00000170819	5	BFSP2	ensembl_havana	protein_coding	chr3:133400056-133475222:+
havana	gene	NA	NA	ENSG00000249820	1	AC055753.1	havana	processed_pseudogene	chr3:133409955-133410843:+
havana	gene	NA	NA	ENSG00000249993	1	BFSP2-AS1	havana	lncRNA	chr3:133429269-133455776:-
havana	gene	NA	NA	ENSG00000214301	4	AC022296.2	havana	processed_pseudogene	chr3:133490824-133491505:+
havana	gene	NA	NA	ENSG00000272832	1	AC022296.4	havana	lncRNA	chr3:133543064-133543466:-
havana	gene	NA	NA	ENSG00000250983	1	AC022296.3	havana	processed_pseudogene	chr3:133546071-133546272:-
ensembl	gene	NA	NA	ENSG00000201827	1	AC022296.1	ensembl	snoRNA	chr3:133551186-133551315:+
ensembl_havana	gene	NA	NA	ENSG00000091527	15	CDV3	ensembl_havana	protein_coding	chr3:133573730-133590261:+
ensembl_havana	gene	NA	NA	ENSG00000163781	14	TOPBP1	ensembl_havana	protein_coding	chr3:133598175-133662380:-
havana	gene	NA	NA	ENSG00000242337	5	INHCAP	havana	transcribed_unprocessed_pseudogene	chr3:133661998-133754576:+
ensembl	gene	NA	NA	ENSG00000252641	2	RNU6-678P	ensembl	snRNA	chr3:133664926-133665034:+
ensembl	gene	NA	NA	ENSG00000201394	1	RNA5SP140	ensembl	rRNA_pseudogene	chr3:133710076-133710167:-
ensembl_havana	gene	NA	NA	ENSG00000091513	16	TF	ensembl_havana	protein_coding	chr3:133746040-133796641:+
havana	gene	NA	NA	ENSG00000244062	1	AC080128.1	havana	processed_pseudogene	chr3:133760300-133762363:+
ensembl_havana	gene	NA	NA	ENSG00000144867	12	SRPRB	ensembl_havana	protein_coding	chr3:133784023-133825772:+
havana	gene	NA	NA	ENSG00000285908	1	AC080128.2	havana	lncRNA	chr3:133799440-133806139:-
ensembl_havana	gene	NA	NA	ENSG00000154917	11	RAB6B	ensembl_havana	protein_coding	chr3:133824235-133895882:-
ensembl_havana	gene	NA	NA	ENSG00000288547	2	C3orf36	ensembl_havana	protein_coding	chr3:133928145-133929812:-
ensembl_havana	gene	NA	NA	ENSG00000174640	15	SLCO2A1	ensembl_havana	protein_coding	chr3:133932701-134052184:-
havana	gene	NA	NA	ENSG00000243832	1	LINC02000	havana	lncRNA	chr3:134055256-134057648:-
ensembl_havana	gene	NA	NA	ENSG00000163785	12	RYK	ensembl_havana	protein_coding	chr3:134065303-134250744:-
havana	gene	NA	NA	ENSG00000231845	3	HMGB3P14	havana	processed_pseudogene	chr3:134170487-134171085:+
havana	gene	NA	NA	ENSG00000240006	1	LINC02004	havana	lncRNA	chr3:134313576-134321171:+
havana	gene	NA	NA	ENSG00000260633	1	AC010207.1	havana	lncRNA	chr3:134347288-134349233:-
havana	gene	NA	NA	ENSG00000214289	2	RPL39P5	havana	transcribed_processed_pseudogene	chr3:134351852-134356561:-
ensembl_havana	gene	NA	NA	ENSG00000114019	14	AMOTL2	ensembl_havana	protein_coding	chr3:134355874-134375479:-
mirbase	gene	NA	NA	ENSG00000277723	1	MIR6827	mirbase	miRNA	chr3:134367804-134367862:-
havana	gene	NA	NA	ENSG00000248377	1	HMGN1P9	havana	processed_pseudogene	chr3:134385197-134385494:+
havana	gene	NA	NA	ENSG00000214288	4	HMGB3P13	havana	processed_pseudogene	chr3:134437605-134438211:+
mirbase	gene	NA	NA	ENSG00000284561	1	MIR4788	mirbase	miRNA	chr3:134437827-134437906:+
ensembl_havana	gene	NA	NA	ENSG00000129055	12	ANAPC13	ensembl_havana	protein_coding	chr3:134477706-134486716:-
ensembl_havana	gene	NA	NA	ENSG00000182923	17	CEP63	ensembl_havana	protein_coding	chr3:134485721-134575017:+
havana	gene	NA	NA	ENSG00000249691	1	AC026117.1	havana	processed_pseudogene	chr3:134510531-134511413:-
ensembl_havana	gene	NA	NA	ENSG00000154928	18	EPHB1	ensembl_havana	protein_coding	chr3:134597801-135260467:+
ensembl_havana	gene	NA	NA	ENSG00000174611	12	KY	ensembl_havana	protein_coding	chr3:134599923-134651636:-
havana_tagene	gene	NA	NA	ENSG00000286982	1	AC016931.1	havana_tagene	lncRNA	chr3:134774543-134796493:-
ensembl	gene	NA	NA	ENSG00000253087	1	RNU6-1174P	ensembl	snRNA	chr3:134780527-134780627:-
ensembl	gene	NA	NA	ENSG00000201413	1	RNA5SP141	ensembl	rRNA_pseudogene	chr3:134783436-134783555:-
havana	gene	NA	NA	ENSG00000240086	7	AC092969.1	havana	lncRNA	chr3:135138469-135439888:-
havana	gene	NA	NA	ENSG00000242222	1	AC092989.1	havana	processed_pseudogene	chr3:135925891-135926167:+
havana	gene	NA	NA	ENSG00000241905	1	NDUFS6P1	havana	processed_pseudogene	chr3:135959275-135959590:-
ensembl_havana	gene	NA	NA	ENSG00000073711	11	PPP2R3A	ensembl_havana	protein_coding	chr3:135965728-136147894:+
havana	gene	NA	NA	ENSG00000227267	3	AC072039.1	havana	processed_pseudogene	chr3:136055184-136055764:+
havana	gene	NA	NA	ENSG00000273455	1	AC072039.2	havana	lncRNA	chr3:136087475-136087913:-
ensembl_havana	gene	NA	NA	ENSG00000174579	4	MSL2	ensembl_havana	protein_coding	chr3:136148917-136197241:-
havana	gene	NA	NA	ENSG00000241438	1	TDGF1P6	havana	processed_pseudogene	chr3:136155549-136155996:+
havana	gene	NA	NA	ENSG00000244740	1	AC092991.1	havana	processed_pseudogene	chr3:136205540-136205915:-
ensembl_havana	gene	NA	NA	ENSG00000114054	14	PCCB	ensembl_havana	protein_coding	chr3:136250340-136337896:+
ensembl_havana	gene	NA	NA	ENSG00000118007	13	STAG1	ensembl_havana	protein_coding	chr3:136336236-136752403:-
ensembl	gene	NA	NA	ENSG00000200571	1	RNU6-1284P	ensembl	snRNA	chr3:136430084-136430183:-
havana	gene	NA	NA	ENSG00000244101	1	HMGN1P10	havana	processed_pseudogene	chr3:136609050-136609602:+
ensembl	gene	NA	NA	ENSG00000252914	1	RNU6-789P	ensembl	snRNA	chr3:136721394-136721495:-
havana	gene	NA	NA	ENSG00000240695	1	AC117382.1	havana	processed_pseudogene	chr3:136736500-136737229:-
havana	gene	NA	NA	ENSG00000261758	1	AC117382.2	havana	lncRNA	chr3:136752630-136755780:+
havana_tagene	gene	NA	NA	ENSG00000286915	1	AC096992.3	havana_tagene	lncRNA	chr3:136778181-136806308:+
havana	gene	NA	NA	ENSG00000242968	1	AC096992.1	havana	processed_pseudogene	chr3:136808551-136809623:-
ensembl_havana	gene	NA	NA	ENSG00000168917	9	SLC35G2	ensembl_havana	protein_coding	chr3:136818647-136855888:+
havana	gene	NA	NA	ENSG00000239213	6	NCK1-DT	havana	lncRNA	chr3:136835345-136862618:-
havana	gene	NA	NA	ENSG00000273486	1	AC096992.2	havana	lncRNA	chr3:136837338-136839021:-
ensembl_havana	gene	NA	NA	ENSG00000158092	7	NCK1	ensembl_havana	protein_coding	chr3:136862208-136951606:+
havana	gene	NA	NA	ENSG00000214283	4	RAD51AP1P1	havana	processed_pseudogene	chr3:136899076-136900076:-
ensembl_havana	gene	NA	NA	ENSG00000174564	13	IL20RB	ensembl_havana	protein_coding	chr3:136946230-137011085:+
havana	gene	NA	NA	ENSG00000249407	1	IL20RB-AS1	havana	lncRNA	chr3:136959125-136982196:-
ensembl	gene	NA	NA	ENSG00000201325	1	RNA5SP142	ensembl	rRNA_pseudogene	chr3:137518134-137518255:-
havana	gene	NA	NA	ENSG00000243886	1	AC117440.1	havana	processed_pseudogene	chr3:137535572-137536142:-
havana	gene	NA	NA	ENSG00000242070	1	NPM1P17	havana	processed_pseudogene	chr3:137723774-137724543:+
ensembl_havana	gene	NA	NA	ENSG00000168875	3	SOX14	ensembl_havana	protein_coding	chr3:137764315-137766334:+
havana_tagene	gene	NA	NA	ENSG00000239513	6	LINC01210	havana_tagene	lncRNA	chr3:137771660-137780882:+
havana	gene	NA	NA	ENSG00000261146	1	AC007159.1	havana	lncRNA	chr3:137791973-137796678:+
havana	gene	NA	NA	ENSG00000241478	1	HSPA8P9	havana	processed_pseudogene	chr3:137880295-137882237:+
ensembl_havana	gene	NA	NA	ENSG00000066405	13	CLDN18	ensembl_havana	protein_coding	chr3:137998735-138033655:+
havana	gene	NA	NA	ENSG00000272609	1	AC016252.1	havana	lncRNA	chr3:138004649-138005122:-
ensembl_havana	gene	NA	NA	ENSG00000158163	15	DZIP1L	ensembl_havana	protein_coding	chr3:138061990-138115818:-
havana	gene	NA	NA	ENSG00000240668	1	KRT8P36	havana	processed_pseudogene	chr3:138101478-138102917:-
ensembl_havana	gene	NA	NA	ENSG00000118017	4	A4GNT	ensembl_havana	protein_coding	chr3:138123713-138132390:-
havana	gene	NA	NA	ENSG00000286396	1	AC023049.1	havana	unprocessed_pseudogene	chr3:138125695-138125812:-
ensembl_havana	gene	NA	NA	ENSG00000138231	13	DBR1	ensembl_havana	protein_coding	chr3:138160988-138174921:-
ensembl_havana	gene	NA	NA	ENSG00000114098	18	ARMC8	ensembl_havana	protein_coding	chr3:138187248-138298384:+
ensembl_havana	gene	NA	NA	ENSG00000181322	14	NME9	ensembl_havana	protein_coding	chr3:138261437-138329886:-
ensembl_havana	gene	NA	NA	ENSG00000158186	13	MRAS	ensembl_havana	protein_coding	chr3:138347648-138405534:+
ensembl_havana	gene	NA	NA	ENSG00000158220	14	ESYT3	ensembl_havana	protein_coding	chr3:138434586-138481686:+
havana	gene	NA	NA	ENSG00000280399	1	AC022497.1	havana	TEC	chr3:138482065-138485755:+
ensembl_havana	gene	NA	NA	ENSG00000114107	9	CEP70	ensembl_havana	protein_coding	chr3:138494344-138594538:-
ensembl_havana	gene	NA	NA	ENSG00000158234	12	FAIM	ensembl_havana	protein_coding	chr3:138608606-138633376:+
havana	gene	NA	NA	ENSG00000174715	7	PPIAP72	havana	processed_pseudogene	chr3:138643874-138644694:-
ensembl_havana	gene	NA	NA	ENSG00000051382	9	PIK3CB	ensembl_havana	protein_coding	chr3:138652698-138834928:-
havana	gene	NA	NA	ENSG00000239207	2	GAPDHP39	havana	processed_pseudogene	chr3:138777832-138778810:+
havana	gene	NA	NA	ENSG00000242321	1	RPL23AP40	havana	processed_pseudogene	chr3:138796851-138797240:+
havana	gene	NA	NA	ENSG00000241429	1	EEF1A1P25	havana	processed_pseudogene	chr3:138825063-138826329:+
havana	gene	NA	NA	ENSG00000242244	1	ATP5MC1P3	havana	processed_pseudogene	chr3:138889255-138889957:-
havana	gene	NA	NA	ENSG00000244578	1	LINC01391	havana	lncRNA	chr3:138935189-138944020:-
havana	gene	NA	NA	ENSG00000183770	7	FOXL2	havana	protein_coding	chr3:138944224-138947137:-
ensembl_havana	gene	NA	NA	ENSG00000206262	9	FOXL2NB	ensembl_havana	protein_coding	chr3:138947217-138953990:+
ensembl_havana	gene	NA	NA	ENSG00000206260	4	PRR23A	ensembl_havana	protein_coding	chr3:139003962-139006268:-
ensembl_havana	gene	NA	NA	ENSG00000175110	11	MRPS22	ensembl_havana	protein_coding	chr3:139005806-139357223:+
ensembl_havana	gene	NA	NA	ENSG00000184814	5	PRR23B	ensembl_havana	protein_coding	chr3:139019031-139020926:-
ensembl_havana	gene	NA	NA	ENSG00000233701	3	PRR23C	ensembl_havana	protein_coding	chr3:139042102-139044892:-
havana	gene	NA	NA	ENSG00000251137	1	RPL7L1P7	havana	processed_pseudogene	chr3:139081654-139082377:-
ensembl_havana	gene	NA	NA	ENSG00000232416	3	BPESC1	ensembl_havana	lncRNA	chr3:139104185-139125171:+
havana	gene	NA	NA	ENSG00000281473	1	PISRT1	havana	lncRNA	chr3:139232992-139233522:+
ensembl	gene	NA	NA	ENSG00000276304	1	AC119740.1	ensembl	misc_RNA	chr3:139233414-139233520:+
havana_tagene	gene	NA	NA	ENSG00000286988	1	AC024933.3	havana_tagene	lncRNA	chr3:139316157-139340870:-
havana	gene	NA	NA	ENSG00000272656	1	AC024933.1	havana	lncRNA	chr3:139349024-139349371:-
ensembl_havana	gene	NA	NA	ENSG00000184432	10	COPB2	ensembl_havana	protein_coding	chr3:139355600-139389680:-
ensembl	gene	NA	NA	ENSG00000283418	1	AC024933.2	ensembl	snRNA	chr3:139388277-139388364:+
havana	gene	NA	NA	ENSG00000248932	6	AC046134.2	havana	lncRNA	chr3:139389761-139782699:+
ensembl_havana	gene	NA	NA	ENSG00000114113	6	RBP2	ensembl_havana	protein_coding	chr3:139452884-139480747:-
havana	gene	NA	NA	ENSG00000248790	1	AC097103.1	havana	lncRNA	chr3:139466430-139466795:+
havana	gene	NA	NA	ENSG00000178631	7	ACTG1P1	havana	processed_pseudogene	chr3:139493809-139494937:+
ensembl_havana	gene	NA	NA	ENSG00000114115	10	RBP1	ensembl_havana	protein_coding	chr3:139517434-139539829:-
ensembl_havana	gene	NA	NA	ENSG00000163864	17	NMNAT3	ensembl_havana	protein_coding	chr3:139560180-139678017:-
havana	gene	NA	NA	ENSG00000214280	3	AC046134.1	havana	processed_pseudogene	chr3:139582928-139583593:-
ensembl	gene	NA	NA	ENSG00000201600	1	RN7SKP124	ensembl	misc_RNA	chr3:139584105-139584445:-
ensembl	gene	NA	NA	ENSG00000244692	3	RN7SL724P	ensembl	misc_RNA	chr3:139609669-139609939:-
havana	gene	NA	NA	ENSG00000261763	1	AC110716.2	havana	lncRNA	chr3:139678620-139682564:-
havana	gene	NA	NA	ENSG00000250543	1	AC110716.1	havana	lncRNA	chr3:139688403-139689342:-
havana	gene	NA	NA	ENSG00000251471	1	AC016933.1	havana	lncRNA	chr3:139837220-139859894:+
havana	gene	NA	NA	ENSG00000250161	1	TRMT112P5	havana	processed_pseudogene	chr3:139845078-139845411:-
havana	gene	NA	NA	ENSG00000158258	16	CLSTN2	havana	protein_coding	chr3:139935185-140577397:+
havana	gene	NA	NA	ENSG00000249290	5	AC010181.1	havana	lncRNA	chr3:140449435-140460351:-
